origId, sciName, taxon, year, category, code, synonymousSpeciesUsed
177225,Nyctibatrachus deccanensis,amph,2004,Vulnerable,VU,NA
191352,Ghatixalus variabilis,amph,2010,Endangered,EN,NA
191352,Ghatixalus variabilis,amph,2004,Data Deficient,DD,NA
188257,Bufo stomaticus,amph,2009,Least Concern,LC,Duttaphrynus stomaticus
188257,Bufo stomaticus,amph,2004,Least Concern,LC,Duttaphrynus stomaticus
172198,Uraeotyphlus oommeni,amph,2008,Data Deficient,DD,NA
172278,Uperodon globulosus,amph,2004,Least Concern,LC,NA
179774,Ichthyophis kodaguensis,amph,2008,Data Deficient,DD,NA
177876,Melanobatrachus indicus,amph,2004,Endangered,EN,NA
177876,Melanobatrachus indicus,amph,1996,Endangered,EN,NA
177876,Melanobatrachus indicus,amph,1994,Indeterminate,I,NA
177876,Melanobatrachus indicus,amph,1990,Indeterminate,I,NA
177876,Melanobatrachus indicus,amph,1988,Indeterminate,I,NA
174284,Hylarana aurantiaca,amph,2004,Vulnerable,VU,Indosylvirana aurantiaca
176411,Philautus signatus,amph,2004,Endangered,EN,Raorchestes signatus
188068,Uperodon systoma,amph,2004,Least Concern,LC,NA
179433,Kaloula taprobanica,amph,2016,Least Concern,LC,Uperodon taprobanicus
179433,Kaloula taprobanica,amph,2004,Least Concern,LC,Uperodon taprobanicus
179766,Ichthyophis beddomei,amph,2004,Least Concern,LC,NA
181189,Euphlyctis hexadactylus,amph,2004,Least Concern,LC,NA
181006,Fejervarya brevipalmata,amph,2016,Data Deficient,DD,NA
181006,Fejervarya brevipalmata,amph,2004,Data Deficient,DD,NA
177425,Microhyla sholigari,amph,2004,Endangered,EN,NA
173823,Hylarana malabarica,amph,2004,Least Concern,LC,Hydrophylax malabaricus
188379,Euphlyctis cyanophlyctis,amph,2009,Least Concern,LC,NA
188379,Euphlyctis cyanophlyctis,amph,2004,Least Concern,LC,NA
177790,Micrixalus thampii,amph,2004,Data Deficient,DD,NA
176570,Philautus charius,amph,2004,Endangered,EN,Raorchestes charius
177791,Micrixalus swamianus,amph,2004,Data Deficient,DD,NA
176571,Philautus chalazodes,amph,2004,Critically Endangered,CR,Raorchestes chalazodes
176584,Philautus bombayensis,amph,2004,Vulnerable,VU,Raorchestes bombayensis
176586,Philautus beddomii,amph,2004,Near Threatened,NT,Raorchestes beddomii
177199,Nyctibatrachus vasanthi,amph,2004,Endangered,EN,NA
177200,Nyctibatrachus sylvaticus,amph,2004,Data Deficient,DD,NA
174926,Polypedates pseudocruciger,amph,2004,Least Concern,LC,NA
177204,Nyctibatrachus sanctipalustris,amph,2004,Endangered,EN,NA
176356,Philautus wynaadensis,amph,2004,Endangered,EN,Pseudophilautus wynaadensis
177812,Micrixalus elegans,amph,2004,Data Deficient,DD,NA
177216,Nyctibatrachus major,amph,2004,Vulnerable,VU,NA
172195,Uraeotyphlus oxyurus,amph,2004,Data Deficient,DD,NA
172199,Uraeotyphlus narayani,amph,2004,Data Deficient,DD,NA
177810,Micrixalus gadgili,amph,2004,Endangered,EN,NA
177205,Nyctibatrachus petraeus,amph,2006,Least Concern,LC,NA
177811,Micrixalus fuscus,amph,2004,Near Threatened,NT,NA
177207,Nyctibatrachus minor,amph,2004,Endangered,EN,NA
179728,Ichthyophis tricolor,amph,2004,Least Concern,LC,NA
177405,Fejervarya sahyadris,amph,2004,Endangered,EN,Minervarya sahyadris
172201,Uraeotyphlus menoni,amph,2004,Data Deficient,DD,NA
176606,Philautus anili,amph,2006,Least Concern,LC,Raorchestes anili
176606,Philautus anili,amph,2004,Endangered,EN,Raorchestes anili
172202,Uraeotyphlus malabaricus,amph,2004,Data Deficient,DD,NA
174136,Clinotarsus curtipes,amph,2004,Near Threatened,NT,NA
180978,Fejervarya syhadrensis,amph,2016,Least Concern,LC,NA
180978,Fejervarya syhadrensis,amph,2004,Least Concern,LC,NA
180979,Fejervarya sauriceps,amph,2016,Data Deficient,DD,NA
180979,Fejervarya sauriceps,amph,2004,Data Deficient,DD,NA
190592,Indirana leithii,amph,2004,Vulnerable,VU,NA
177800,Micrixalus saxicola,amph,2004,Vulnerable,VU,NA
179715,Indirana gundia,amph,2004,Critically Endangered,CR,NA
179719,Indirana diplosticta,amph,2004,Endangered,EN,NA
173044,Rhacophorus pseudomalabaricus,amph,2004,Critically Endangered,CR,NA
179711,Indirana longicrus,amph,2004,Data Deficient,DD,NA
177795,Micrixalus silvaticus,amph,2004,Data Deficient,DD,NA
184790,Duttaphrynus melanostictus,amph,2004,Least Concern,LC,NA
179714,Indirana leptodactyla,amph,2004,Endangered,EN,NA
177804,Micrixalus nudis,amph,2004,Vulnerable,VU,NA
179722,Indirana brachytarsus,amph,2004,Endangered,EN,NA
186188,Ansonia rubigina,amph,2004,Vulnerable,VU,Ghatophryne rubigina
177805,Micrixalus narainensis,amph,2004,Data Deficient,DD,NA
177807,Micrixalus kottigeharensis,amph,2004,Critically Endangered,CR,NA
179725,Indirana beddomii,amph,2004,Least Concern,LC,NA
177519,Microhyla ornata,amph,2008,Least Concern,LC,NA
177519,Microhyla ornata,amph,2004,Least Concern,LC,NA
177803,Micrixalus phyllophilus,amph,2004,Vulnerable,VU,NA
173179,Rhacophorus calcadensis,amph,2004,Endangered,EN,NA
176529,Philautus griet,amph,2004,Critically Endangered,CR,Raorchestes griet
176538,Philautus glandulosus,amph,2004,Vulnerable,VU,Raorchestes glandulosus
184669,Duttaphrynus microtympanum,amph,2004,Vulnerable,VU,NA
179748,Ichthyophis longicephalus,amph,2004,Data Deficient,DD,NA
186192,Ansonia ornata,amph,2004,Endangered,EN,Ghatophryne ornata
179707,Indirana tenuilingua,amph,2004,Data Deficient,DD,NA
179709,Indirana semipalmata,amph,2004,Least Concern,LC,NA
185092,Bufo brevirostris,amph,2004,Data Deficient,DD,Duttaphrynus brevirostris
177201,Nyctibatrachus sholai,amph,2008,Data Deficient,DD,NA
185120,Bufo beddomii,amph,2004,Endangered,EN,Duttaphrynus beddomii
177208,Nyctibatrachus minimus,amph,2008,Data Deficient,DD,NA
179710,Indirana phrynoderma,amph,2004,Critically Endangered,CR,NA
174419,Ramanella montana,amph,2016,Near Threatened,NT,Uperodon montanus
174419,Ramanella montana,amph,2004,Near Threatened,NT,Uperodon montanus
174415,Ramanella mormorata,amph,2016,Endangered,EN,Uperodon mormorata
174415,Ramanella mormorata,amph,2004,Endangered,EN,Uperodon mormorata
180815,Gegeneophis mhadeiensis,amph,2008,Data Deficient,DD,NA
180818,Gegeneophis goaensis,amph,2008,Data Deficient,DD,NA
180995,Fejervarya mysorensis,amph,2016,Data Deficient,DD,NA
180995,Fejervarya mysorensis,amph,2004,Data Deficient,DD,NA
180996,Fejervarya murthii,amph,2016,Critically Endangered,CR,NA
180996,Fejervarya murthii,amph,2004,Critically Endangered,CR,NA
174421,Ramanella minor,amph,2016,Data Deficient,DD,Uperodon minor
174421,Ramanella minor,amph,2004,Data Deficient,DD,Uperodon minor
174422,Ramanella anamalaiensis,amph,2016,Data Deficient,DD,Uperodon anamalaiensis
174422,Ramanella anamalaiensis,amph,2004,Data Deficient,DD,Uperodon anamalaiensis
190620,Gegeneophis carnosus,amph,2004,Data Deficient,DD,NA
176561,Philautus duboisi,amph,2004,Vulnerable,VU,Raorchestes dubois
180665,Hoplobatrachus crassus,amph,2004,Least Concern,LC,NA
180820,Gegeneophis danieli,amph,2004,Data Deficient,DD,NA
190427,Fejervarya limnocharis,amph,2004,Least Concern,LC,NA
180987,Fejervarya parambikulamana,amph,2016,Data Deficient,DD,NA
180987,Fejervarya parambikulamana,amph,2004,Data Deficient,DD,NA
184841,Bufo koynayensis,amph,2004,Endangered,EN,Xanthophryne koynayensis
184632,Bufo parietalis,amph,2004,Near Threatened,NT,Duttaphrynus parietalis
180989,Fejervarya nilagirica,amph,2016,Endangered,EN,NA
180989,Fejervarya nilagirica,amph,2004,Endangered,EN,NA
176460,Philautus nerostagona,amph,2006,Endangered,EN,Raorchestes nerostagona
180812,Gegeneophis seshachari,amph,2004,Data Deficient,DD,NA
180813,Gegeneophis ramaswamii,amph,2004,Least Concern,LC,NA
180814,Gegeneophis nadkarnii,amph,2006,Data Deficient,DD,NA
180816,Gegeneophis madhavai,amph,2006,Data Deficient,DD,NA
176691,Pedostibes tuberculosus,amph,2004,Endangered,EN,NA
176691,Pedostibes tuberculosus,amph,1996,Vulnerable,VU,NA
176691,Pedostibes tuberculosus,amph,1994,Indeterminate,I,NA
176691,Pedostibes tuberculosus,amph,1990,Indeterminate,I,NA
184546,Bufo silentvalleyensis,amph,2004,Data Deficient,DD,Duttaphrynus silentvalleyensis
176439,Philautus ponmudi,amph,2004,Critically Endangered,CR,Raorchestes ponmudi
184553,Bufo scaber,amph,2004,Least Concern,LC,Duttaphrynus scaber
173122,Rhacophorus lateralis,amph,2004,Endangered,EN,NA
177427,Microhyla rubra,amph,2004,Least Concern,LC,NA
172636,Sphaerotheca rolandae,amph,2004,Least Concern,LC,NA
173120,Rhacophorus malabaricus,amph,2004,Least Concern,LC,NA
172638,Sphaerotheca leucorhynchus,amph,2004,Data Deficient,DD,NA
176458,Philautus ochlandrae,amph,2008,Data Deficient,DD,Raorchestes ochlandrae
188072,Nasikabatrachus sahyadrensis,amph,2004,Endangered,EN,NA
176462,Philautus neelanethrus,amph,2008,Endangered,EN,NA
188058,Kaloula pulchra,amph,2004,Least Concern,LC,NA
179703,Indotyphlus maharashtraensis,amph,2006,Data Deficient,DD,NA
174405,Ramanella triangularis,amph,2016,Vulnerable,VU,Uperodon triangularis
174405,Ramanella triangularis,amph,2004,Vulnerable,VU,Uperodon triangularis
176483,Philautus luteolus,amph,2004,Data Deficient,DD,Raorchestes luteolus
176483,Philautus luteolus,amph,2004,Vulnerable,VU,Raorchestes luteolus
174401,Ramanella variegata,amph,2016,Least Concern,LC,Uperodon variegatus
174401,Ramanella variegata,amph,2004,Least Concern,LC,Uperodon variegatus
179706,Indotyphlus battersbyi,amph,2004,Data Deficient,DD,NA
177234,Nyctibatrachus aliciae,amph,2004,Endangered,EN,NA
174953,Polypedates maculatus,amph,2004,Least Concern,LC,NA
177229,Nyctibatrachus beddomii,amph,2004,Endangered,EN,NA
172639,Sphaerotheca dobsonii,amph,2004,Least Concern,LC,NA
172643,Sphaerotheca breviceps,amph,2004,Least Concern,LC,NA
180981,Fejervarya rufescens,amph,2016,Least Concern,LC,NA
180981,Fejervarya rufescens,amph,2004,Least Concern,LC,NA
180603,Hoplobatrachus tigerinus,amph,2008,Least Concern,LC,NA
180603,Hoplobatrachus tigerinus,amph,2004,Least Concern,LC,NA
176375,Philautus tuberohumerus,amph,2004,Data Deficient,DD,Raorchestes tuberohumerus
177217,Nyctibatrachus kempholeyensis,amph,2004,Data Deficient,DD,NA
177218,Nyctibatrachus karnatakaensis,amph,2004,Endangered,EN,NA
177221,Nyctibatrachus humayuni,amph,2004,Vulnerable,VU,NA
190578,Fejervarya keralensis,amph,2016,Least Concern,LC,NA
190578,Fejervarya keralensis,amph,2004,Least Concern,LC,NA
174941,Polypedates occidentalis,amph,2008,Data Deficient,DD,NA
176379,Philautus travancoricus,amph,2015,Endangered,EN,Raorchestes travancoricus
176379,Philautus travancoricus,amph,2004,Extinct,EX,Raorchestes travancoricus
176380,Philautus tinniens,amph,2004,Endangered,EN,Raorchestes tinniens
173313,Hylarana temporalis,amph,2004,Near Threatened,NT,Indosylvirana temporalis
147,Francolinus pictus,bird,2016,Least Concern,LC,NA
147,Francolinus pictus,bird,2012,Least Concern,LC,NA
147,Francolinus pictus,bird,2009,Least Concern,LC,NA
147,Francolinus pictus,bird,2008,Least Concern,LC,NA
147,Francolinus pictus,bird,2004,Least Concern,LC,NA
147,Francolinus pictus,bird,2000,Lower Risk/least concern,LR/lc,NA
147,Francolinus pictus,bird,1994,Lower Risk/least concern,LR/lc,NA
147,Francolinus pictus,bird,1988,Lower Risk/least concern,LR/lc,NA
149,Francolinus pondicerianus,bird,2018,Least Concern,LC,NA
149,Francolinus pondicerianus,bird,2016,Least Concern,LC,NA
149,Francolinus pondicerianus,bird,2012,Least Concern,LC,NA
149,Francolinus pondicerianus,bird,2009,Least Concern,LC,NA
149,Francolinus pondicerianus,bird,2008,Least Concern,LC,NA
149,Francolinus pondicerianus,bird,2004,Least Concern,LC,NA
149,Francolinus pondicerianus,bird,2000,Lower Risk/least concern,LR/lc,NA
149,Francolinus pondicerianus,bird,1994,Lower Risk/least concern,LR/lc,NA
149,Francolinus pondicerianus,bird,1988,Lower Risk/least concern,LR/lc,NA
194,Coturnix coturnix,bird,2018,Least Concern,LC,NA
194,Coturnix coturnix,bird,2016,Least Concern,LC,NA
194,Coturnix coturnix,bird,2012,Least Concern,LC,NA
194,Coturnix coturnix,bird,2009,Least Concern,LC,NA
194,Coturnix coturnix,bird,2008,Least Concern,LC,NA
194,Coturnix coturnix,bird,2004,Least Concern,LC,NA
194,Coturnix coturnix,bird,2000,Lower Risk/least concern,LR/lc,NA
194,Coturnix coturnix,bird,1994,Lower Risk/least concern,LR/lc,NA
194,Coturnix coturnix,bird,1988,Lower Risk/least concern,LR/lc,NA
198,Coturnix coromandelica,bird,2016,Least Concern,LC,NA
198,Coturnix coromandelica,bird,2012,Least Concern,LC,NA
198,Coturnix coromandelica,bird,2009,Least Concern,LC,NA
198,Coturnix coromandelica,bird,2008,Least Concern,LC,NA
198,Coturnix coromandelica,bird,2004,Least Concern,LC,NA
198,Coturnix coromandelica,bird,2000,Lower Risk/least concern,LR/lc,NA
198,Coturnix coromandelica,bird,1994,Lower Risk/least concern,LR/lc,NA
198,Coturnix coromandelica,bird,1988,Lower Risk/least concern,LR/lc,NA
204,Perdicula asiatica,bird,2018,Least Concern,LC,NA
204,Perdicula asiatica,bird,2016,Least Concern,LC,NA
204,Perdicula asiatica,bird,2012,Least Concern,LC,NA
204,Perdicula asiatica,bird,2009,Least Concern,LC,NA
204,Perdicula asiatica,bird,2008,Least Concern,LC,NA
204,Perdicula asiatica,bird,2004,Least Concern,LC,NA
204,Perdicula asiatica,bird,2000,Lower Risk/least concern,LR/lc,NA
204,Perdicula asiatica,bird,1994,Lower Risk/least concern,LR/lc,NA
204,Perdicula asiatica,bird,1988,Lower Risk/least concern,LR/lc,NA
205,Perdicula argoondah,bird,2016,Least Concern,LC,NA
205,Perdicula argoondah,bird,2012,Least Concern,LC,NA
205,Perdicula argoondah,bird,2009,Least Concern,LC,NA
205,Perdicula argoondah,bird,2008,Least Concern,LC,NA
205,Perdicula argoondah,bird,2004,Least Concern,LC,NA
205,Perdicula argoondah,bird,2000,Lower Risk/least concern,LR/lc,NA
205,Perdicula argoondah,bird,1994,Lower Risk/least concern,LR/lc,NA
205,Perdicula argoondah,bird,1988,Lower Risk/least concern,LR/lc,NA
206,Perdicula erythrorhyncha,bird,2016,Least Concern,LC,NA
206,Perdicula erythrorhyncha,bird,2012,Least Concern,LC,NA
206,Perdicula erythrorhyncha,bird,2009,Least Concern,LC,NA
206,Perdicula erythrorhyncha,bird,2008,Least Concern,LC,NA
206,Perdicula erythrorhyncha,bird,2004,Least Concern,LC,NA
206,Perdicula erythrorhyncha,bird,2000,Lower Risk/least concern,LR/lc,NA
206,Perdicula erythrorhyncha,bird,1994,Lower Risk/least concern,LR/lc,NA
206,Perdicula erythrorhyncha,bird,1988,Lower Risk/least concern,LR/lc,NA
232,Galloperdix spadicea,bird,2016,Least Concern,LC,NA
232,Galloperdix spadicea,bird,2012,Least Concern,LC,NA
232,Galloperdix spadicea,bird,2009,Least Concern,LC,NA
232,Galloperdix spadicea,bird,2008,Least Concern,LC,NA
232,Galloperdix spadicea,bird,2004,Least Concern,LC,NA
232,Galloperdix spadicea,bird,2000,Lower Risk/least concern,LR/lc,NA
232,Galloperdix spadicea,bird,1994,Lower Risk/least concern,LR/lc,NA
232,Galloperdix spadicea,bird,1988,Lower Risk/least concern,LR/lc,NA
233,Galloperdix lunulata,bird,2016,Least Concern,LC,NA
233,Galloperdix lunulata,bird,2012,Least Concern,LC,NA
233,Galloperdix lunulata,bird,2009,Least Concern,LC,NA
233,Galloperdix lunulata,bird,2008,Least Concern,LC,NA
233,Galloperdix lunulata,bird,2004,Least Concern,LC,NA
233,Galloperdix lunulata,bird,2000,Lower Risk/least concern,LR/lc,NA
233,Galloperdix lunulata,bird,1994,Lower Risk/least concern,LR/lc,NA
233,Galloperdix lunulata,bird,1988,Lower Risk/least concern,LR/lc,NA
247,Gallus sonneratii,bird,2016,Least Concern,LC,NA
247,Gallus sonneratii,bird,2012,Least Concern,LC,NA
247,Gallus sonneratii,bird,2009,Least Concern,LC,NA
247,Gallus sonneratii,bird,2008,Least Concern,LC,NA
247,Gallus sonneratii,bird,2004,Least Concern,LC,NA
247,Gallus sonneratii,bird,2000,Lower Risk/least concern,LR/lc,NA
247,Gallus sonneratii,bird,1994,Lower Risk/near threatened,LR/nt,NA
247,Gallus sonneratii,bird,1988,Lower Risk/least concern,LR/lc,NA
285,Pavo cristatus,bird,2016,Least Concern,LC,NA
285,Pavo cristatus,bird,2012,Least Concern,LC,NA
285,Pavo cristatus,bird,2009,Least Concern,LC,NA
285,Pavo cristatus,bird,2008,Least Concern,LC,NA
285,Pavo cristatus,bird,2004,Least Concern,LC,NA
285,Pavo cristatus,bird,2000,Lower Risk/least concern,LR/lc,NA
285,Pavo cristatus,bird,1994,Lower Risk/least concern,LR/lc,NA
285,Pavo cristatus,bird,1988,Lower Risk/least concern,LR/lc,NA
349,Dendrocygna bicolor,bird,2016,Least Concern,LC,NA
349,Dendrocygna bicolor,bird,2012,Least Concern,LC,NA
349,Dendrocygna bicolor,bird,2009,Least Concern,LC,NA
349,Dendrocygna bicolor,bird,2008,Least Concern,LC,NA
349,Dendrocygna bicolor,bird,2004,Least Concern,LC,NA
349,Dendrocygna bicolor,bird,2000,Lower Risk/least concern,LR/lc,NA
349,Dendrocygna bicolor,bird,1994,Lower Risk/least concern,LR/lc,NA
349,Dendrocygna bicolor,bird,1988,Lower Risk/least concern,LR/lc,NA
351,Dendrocygna javanica,bird,2016,Least Concern,LC,NA
351,Dendrocygna javanica,bird,2012,Least Concern,LC,NA
351,Dendrocygna javanica,bird,2009,Least Concern,LC,NA
351,Dendrocygna javanica,bird,2008,Least Concern,LC,NA
351,Dendrocygna javanica,bird,2004,Least Concern,LC,NA
351,Dendrocygna javanica,bird,2000,Lower Risk/least concern,LR/lc,NA
351,Dendrocygna javanica,bird,1994,Lower Risk/least concern,LR/lc,NA
351,Dendrocygna javanica,bird,1988,Lower Risk/least concern,LR/lc,NA
379,Anser indicus,bird,2018,Least Concern,LC,NA
379,Anser indicus,bird,2016,Least Concern,LC,NA
379,Anser indicus,bird,2012,Least Concern,LC,NA
379,Anser indicus,bird,2009,Least Concern,LC,NA
379,Anser indicus,bird,2008,Least Concern,LC,NA
379,Anser indicus,bird,2004,Least Concern,LC,NA
379,Anser indicus,bird,2000,Lower Risk/least concern,LR/lc,NA
379,Anser indicus,bird,1994,Lower Risk/least concern,LR/lc,NA
379,Anser indicus,bird,1988,Near Threatened,NT,NA
397,Tadorna ferruginea,bird,2016,Least Concern,LC,NA
397,Tadorna ferruginea,bird,2012,Least Concern,LC,NA
397,Tadorna ferruginea,bird,2009,Least Concern,LC,NA
397,Tadorna ferruginea,bird,2008,Least Concern,LC,NA
397,Tadorna ferruginea,bird,2004,Least Concern,LC,NA
397,Tadorna ferruginea,bird,2000,Lower Risk/least concern,LR/lc,NA
397,Tadorna ferruginea,bird,1994,Lower Risk/least concern,LR/lc,NA
397,Tadorna ferruginea,bird,1988,Lower Risk/least concern,LR/lc,NA
412,Sarkidiornis melanotos,bird,2016,Least Concern,LC,NA
412,Sarkidiornis melanotos,bird,2014,Least Concern,LC,NA
414,Nettapus coromandelianus,bird,2016,Least Concern,LC,NA
414,Nettapus coromandelianus,bird,2012,Least Concern,LC,NA
414,Nettapus coromandelianus,bird,2009,Least Concern,LC,NA
414,Nettapus coromandelianus,bird,2008,Least Concern,LC,NA
414,Nettapus coromandelianus,bird,2004,Least Concern,LC,NA
414,Nettapus coromandelianus,bird,2000,Lower Risk/least concern,LR/lc,NA
414,Nettapus coromandelianus,bird,1994,Lower Risk/least concern,LR/lc,NA
414,Nettapus coromandelianus,bird,1988,Lower Risk/least concern,LR/lc,NA
429,Anas penelope,bird,2017,Least Concern,LC,Mareca penelope
429,Anas penelope,bird,2016,Least Concern,LC,Mareca penelope
429,Anas penelope,bird,2012,Least Concern,LC,Mareca penelope
429,Anas penelope,bird,2009,Least Concern,LC,Mareca penelope
429,Anas penelope,bird,2008,Least Concern,LC,Mareca penelope
429,Anas penelope,bird,2004,Least Concern,LC,Mareca penelope
429,Anas penelope,bird,2000,Lower Risk/least concern,LR/lc,Mareca penelope
429,Anas penelope,bird,1994,Lower Risk/least concern,LR/lc,Mareca penelope
429,Anas penelope,bird,1988,Lower Risk/least concern,LR/lc,Mareca penelope
448,Anas clypeata,bird,2019,Least Concern,LC,Spatula clypeata
448,Anas clypeata,bird,2016,Least Concern,LC,Spatula clypeata
448,Anas clypeata,bird,2012,Least Concern,LC,Spatula clypeata
448,Anas clypeata,bird,2009,Least Concern,LC,Spatula clypeata
448,Anas clypeata,bird,2008,Least Concern,LC,Spatula clypeata
448,Anas clypeata,bird,2004,Least Concern,LC,Spatula clypeata
448,Anas clypeata,bird,2000,Lower Risk/least concern,LR/lc,Spatula clypeata
448,Anas clypeata,bird,1994,Lower Risk/least concern,LR/lc,Spatula clypeata
448,Anas clypeata,bird,1988,Lower Risk/least concern,LR/lc,Spatula clypeata
457,Anas acuta,bird,2019,Least Concern,LC,NA
457,Anas acuta,bird,2016,Least Concern,LC,NA
457,Anas acuta,bird,2013,Least Concern,LC,NA
457,Anas acuta,bird,2012,Least Concern,LC,NA
457,Anas acuta,bird,2009,Least Concern,LC,NA
457,Anas acuta,bird,2008,Least Concern,LC,NA
457,Anas acuta,bird,2004,Least Concern,LC,NA
457,Anas acuta,bird,2000,Lower Risk/least concern,LR/lc,NA
457,Anas acuta,bird,1994,Lower Risk/least concern,LR/lc,NA
457,Anas acuta,bird,1988,Lower Risk/least concern,LR/lc,NA
460,Anas querquedula,bird,2016,Least Concern,LC,Spatula querquedula
460,Anas querquedula,bird,2015,Least Concern,LC,Spatula querquedula
460,Anas querquedula,bird,2012,Least Concern,LC,Spatula querquedula
460,Anas querquedula,bird,2009,Least Concern,LC,Spatula querquedula
460,Anas querquedula,bird,2008,Least Concern,LC,Spatula querquedula
460,Anas querquedula,bird,2004,Least Concern,LC,Spatula querquedula
460,Anas querquedula,bird,2000,Lower Risk/least concern,LR/lc,Spatula querquedula
460,Anas querquedula,bird,1994,Lower Risk/least concern,LR/lc,Spatula querquedula
460,Anas querquedula,bird,1988,Lower Risk/least concern,LR/lc,Spatula querquedula
467,Marmaronetta angustirostris,bird,2017,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,2016,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,2012,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,2008,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,2006,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,2004,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,2000,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,1996,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,1994,Vulnerable,VU,NA
467,Marmaronetta angustirostris,bird,1988,Threatened,T,NA
469,Netta rufina,bird,2016,Least Concern,LC,NA
469,Netta rufina,bird,2012,Least Concern,LC,NA
469,Netta rufina,bird,2009,Least Concern,LC,NA
469,Netta rufina,bird,2008,Least Concern,LC,NA
469,Netta rufina,bird,2004,Least Concern,LC,NA
469,Netta rufina,bird,2000,Lower Risk/least concern,LR/lc,NA
469,Netta rufina,bird,1994,Lower Risk/least concern,LR/lc,NA
469,Netta rufina,bird,1988,Lower Risk/least concern,LR/lc,NA
472,Aythya ferina,bird,2017,Vulnerable,VU,NA
472,Aythya ferina,bird,2016,Vulnerable,VU,NA
472,Aythya ferina,bird,2015,Vulnerable,VU,NA
472,Aythya ferina,bird,2012,Least Concern,LC,NA
472,Aythya ferina,bird,2009,Least Concern,LC,NA
472,Aythya ferina,bird,2008,Least Concern,LC,NA
472,Aythya ferina,bird,2004,Least Concern,LC,NA
472,Aythya ferina,bird,2000,Lower Risk/least concern,LR/lc,NA
472,Aythya ferina,bird,1994,Lower Risk/least concern,LR/lc,NA
472,Aythya ferina,bird,1988,Lower Risk/least concern,LR/lc,NA
476,Aythya nyroca,bird,2019,Near Threatened,NT,NA
476,Aythya nyroca,bird,2017,Near Threatened,NT,NA
476,Aythya nyroca,bird,2016,Near Threatened,NT,NA
476,Aythya nyroca,bird,2012,Near Threatened,NT,NA
476,Aythya nyroca,bird,2008,Near Threatened,NT,NA
476,Aythya nyroca,bird,2006,Near Threatened,NT,NA
476,Aythya nyroca,bird,2004,Near Threatened,NT,NA
476,Aythya nyroca,bird,2000,Lower Risk/near threatened,LR/nt,NA
476,Aythya nyroca,bird,1996,Vulnerable,VU,NA
476,Aythya nyroca,bird,1994,Vulnerable,VU,NA
476,Aythya nyroca,bird,1988,Lower Risk/least concern,LR/lc,NA
480,Aythya fuligula,bird,2016,Least Concern,LC,NA
480,Aythya fuligula,bird,2015,Least Concern,LC,NA
480,Aythya fuligula,bird,2012,Least Concern,LC,NA
480,Aythya fuligula,bird,2009,Least Concern,LC,NA
480,Aythya fuligula,bird,2008,Least Concern,LC,NA
480,Aythya fuligula,bird,2004,Least Concern,LC,NA
480,Aythya fuligula,bird,2000,Lower Risk/least concern,LR/lc,NA
480,Aythya fuligula,bird,1994,Lower Risk/least concern,LR/lc,NA
480,Aythya fuligula,bird,1988,Lower Risk/least concern,LR/lc,NA
504,Turnix sylvaticus,bird,2016,Least Concern,LC,NA
504,Turnix sylvaticus,bird,2012,Least Concern,LC,NA
504,Turnix sylvaticus,bird,2009,Least Concern,LC,NA
504,Turnix sylvaticus,bird,2008,Least Concern,LC,NA
504,Turnix sylvaticus,bird,2004,Least Concern,LC,NA
504,Turnix sylvaticus,bird,2000,Lower Risk/least concern,LR/lc,NA
504,Turnix sylvaticus,bird,1994,Lower Risk/least concern,LR/lc,NA
504,Turnix sylvaticus,bird,1988,Lower Risk/least concern,LR/lc,NA
508,Turnix tanki,bird,2016,Least Concern,LC,NA
508,Turnix tanki,bird,2012,Least Concern,LC,NA
508,Turnix tanki,bird,2009,Least Concern,LC,NA
508,Turnix tanki,bird,2008,Least Concern,LC,NA
508,Turnix tanki,bird,2004,Least Concern,LC,NA
508,Turnix tanki,bird,2000,Lower Risk/least concern,LR/lc,NA
508,Turnix tanki,bird,1994,Lower Risk/least concern,LR/lc,NA
508,Turnix tanki,bird,1988,Lower Risk/least concern,LR/lc,NA
510,Turnix suscitator,bird,2016,Least Concern,LC,NA
510,Turnix suscitator,bird,2012,Least Concern,LC,NA
510,Turnix suscitator,bird,2009,Least Concern,LC,NA
510,Turnix suscitator,bird,2008,Least Concern,LC,NA
510,Turnix suscitator,bird,2004,Least Concern,LC,NA
510,Turnix suscitator,bird,2000,Lower Risk/least concern,LR/lc,NA
510,Turnix suscitator,bird,1994,Lower Risk/least concern,LR/lc,NA
510,Turnix suscitator,bird,1988,Lower Risk/least concern,LR/lc,NA
538,Jynx torquilla,bird,2016,Least Concern,LC,NA
538,Jynx torquilla,bird,2015,Least Concern,LC,NA
538,Jynx torquilla,bird,2012,Least Concern,LC,NA
538,Jynx torquilla,bird,2009,Least Concern,LC,NA
538,Jynx torquilla,bird,2008,Least Concern,LC,NA
538,Jynx torquilla,bird,2004,Least Concern,LC,NA
538,Jynx torquilla,bird,2000,Lower Risk/least concern,LR/lc,NA
